"","year","municipality","province","population","latitude","longitude","surface_km2","surface_land_km2","surface_water_km2","university","flag_color1","flag_color2","flag_color3","flag_color4","shield_symbol_1","shield_symbol_2","shield_symbol_3","shieldholder_1","shieldholder_2","shield_crown","asylum_migrants","avg_household_income","avg_woz","avg_ww_ratio","murders"
"1051",2000,"Son en Breugel","Noord-Brabant",NA,51.511394,5.498219,26.5,26,0.6,0,"yellow","blue",NA,NA,"sun",NA,NA,NA,NA,NA,20,NA,NA,NA,NA
"1052",2000,"Stadskanaal","Groningen",NA,52.991985,6.946222,119.9,117.7,2.3,0,"white","black","green","yellow","corn","eagle",NA,NA,NA,"crown",160,NA,NA,NA,NA
"1053",2000,"Staphorst","Overijssel",NA,52.642914,6.199494,135.7,134.2,1.5,0,"blue","yellow",NA,NA,"tower",NA,NA,NA,NA,NA,30,NA,NA,NA,NA
"1054",2000,"Stede Broec","Noord-Holland",NA,51.511394,5.498219,16.4,14.6,1.7,0,"green","white",NA,NA,"star",NA,NA,NA,NA,"crown",75,NA,NA,NA,NA
"1055",2000,"Steenbergen","Noord-Brabant",NA,51.58124,4.315599,159.1,146.7,12.5,0,"yellow","red","green","blue","cross",NA,NA,"mermaid","mermaid","crown",75,NA,NA,NA,NA
"1056",2000,"Steenwijkerland","Overijssel",NA,52.741538,6.049324,321.6,290.2,31.4,0,"white","black","green",NA,"anchor","cross",NA,NA,NA,"crown",110,NA,NA,NA,NA
"1057",2000,"Stein","Limburg",NA,50.967974,5.76622,22.6,21.2,1.5,0,"red","yellow","black",NA,"saint martin","horse","shield",NA,NA,"crown",65,NA,NA,NA,NA
"1058",2000,"Stichtse Vecht","Utrecht",NA,52.144755,5.033208,106.8,96.6,10.2,0,"yellow","grey","blue","red","cross","wave",NA,"lion","lion","crown",240,NA,NA,NA,NA
"1059",2000,"Strijen","Zuid-Holland",NA,51.744684,4.55392,57.7,50.9,6.9,0,"yellow","red",NA,NA,"cross","wave",NA,NA,NA,"crown",35,NA,NA,NA,NA
"1060",2000,"Súdwest-Fryslân","Friesland",NA,53.023416,5.481658,841.6,459.6,381.9,0,"blue","white","yellow","black","eagle",NA,NA,"lion","lion","crown",620,NA,NA,NA,NA
"1061",2000,"Ten Boer","Groningen",NA,53.275888,6.6926,45.7,45.3,0.4,0,"white","blue","red","yellow","staff","wave",NA,NA,NA,"crown",35,NA,NA,NA,NA
"1062",2000,"Terneuzen","Zeeland",NA,51.332285,3.832426,317.8,250.7,67.1,0,"white","red","blue",NA,"lion","key","wave",NA,NA,"crown",130,NA,NA,NA,NA
"1063",2000,"Terschelling","Friesland",NA,53.397875,5.346679,674,86.2,587.8,0,"red","blue","yellow","green","lion","tree","seahorse",NA,NA,"crown",25,NA,NA,NA,NA
"1064",2000,"Texel","Noord-Holland",NA,53.054763,4.797715,463.2,161.1,302,0,"green","black",NA,NA,"lion","anchor",NA,NA,NA,NA,45,NA,NA,NA,NA
"1065",2000,"Teylingen","Zuid-Holland",NA,52.222004,4.513404,33.5,28.6,4.9,0,"yellow","red","black",NA,"lion",NA,NA,"lion","lion","crown",155,NA,NA,NA,NA
"1066",2000,"Tholen","Zeeland",NA,51.533271,4.216222,254,147.1,106.9,0,"yellow","red","white","blue","ship","lion",NA,NA,NA,"crown",90,NA,NA,NA,NA
"1067",2000,"Tiel","Gelderland",NA,51.887618,5.427877,34.8,32.3,2.5,0,"yellow","black",NA,NA,"eagle","lion",NA,"lion","lion","crown",200,NA,NA,NA,NA
"1068",2000,"Tilburg","Noord-Brabant",NA,51.560596,5.091914,119.2,117.3,1.9,1,"blue","yellow",NA,NA,"stronghold",NA,NA,NA,NA,NA,1465,NA,NA,NA,NA
"1069",2000,"Tubbergen","Overijssel",NA,52.408907,6.785489,147.4,147,0.4,0,"blue","yellow",NA,NA,"lion","cross","mountain",NA,NA,"crown",15,NA,NA,NA,NA
"1070",2000,"Twenterand","Overijssel",NA,52.450068,6.620745,108.1,106.3,1.8,0,"green","white","blue",NA,"oak","lion","diamond",NA,NA,"crown",110,NA,NA,NA,NA
"1071",2000,"Tynaarlo","Drenthe",NA,53.101283,6.576097,147.7,143.5,4.2,0,"red","green","yellow","white","horse","raven","flower",NA,NA,"crown",65,NA,NA,NA,NA
"1072",2000,"Tytsjerksteradiel","Friesland",NA,53.176038,5.97868,161.4,149.4,12,0,"red","white","green","blue",NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA
"1073",2000,"Uden","Noord-Brabant",NA,51.663107,5.623923,67.5,67.1,0.5,0,"blue","yellow",NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA
"1074",2000,"Uitgeest","Noord-Holland",NA,52.531225,4.712046,22.3,19.2,3.1,0,"black","white","red",NA,"lion",NA,NA,NA,NA,NA,25,NA,NA,NA,NA
"1075",2000,"Uithoorn","Noord-Holland",NA,52.244627,4.831734,19.4,18.2,1.2,0,"blue","yellow","red","orange","child","horn",NA,NA,NA,NA,105,NA,NA,NA,NA
"1076",2000,"Urk","Flevoland",NA,52.663053,5.598947,109.9,11.5,98.4,0,"blue","white","red",NA,"fish",NA,NA,NA,NA,NA,35,NA,NA,NA,NA
"1077",2000,"Utrecht","Utrecht",NA,52.090737,5.12142,99.2,94.3,4.9,1,"red","white",NA,NA,NA,NA,NA,"lion","lion","crown",1415,NA,NA,NA,NA
"1078",2000,"Utrechtse Heuvelrug","Utrecht",NA,52.052203,5.282495,134.1,132.2,1.9,0,"red","yellow","grey","black","cross","lion","lily",NA,NA,"crown",215,NA,NA,NA,NA
"1079",2000,"Vaals","Limburg",NA,50.773218,6.011274,23.9,23.9,0,0,"white","red","black",NA,"saint lambert","lion","shield",NA,NA,NA,105,NA,NA,NA,NA
"1080",2000,"Valkenburg aan de Geul","Limburg",NA,50.868477,5.826448,36.9,36.7,0.2,0,"yellow","red","blue",NA,"castle","eagle","lily","lion","lion","crown",105,NA,NA,NA,NA
"1081",2000,"Valkenswaard","Noord-Brabant",NA,51.355496,5.453327,56.5,55,1.5,0,"blue","yellow",NA,NA,"saint nicolas","child",NA,NA,NA,NA,90,NA,NA,NA,NA
"1082",2000,"Veendam","Groningen",NA,53.106278,6.8751,78.7,76.1,2.6,0,"blue","white","green","yellow","olive branch","snake","lily",NA,NA,NA,150,NA,NA,NA,NA
"1083",2000,"Veenendaal","Utrecht",NA,52.026301,5.554431,19.7,19.5,0.2,0,"yellow","blue","black",NA,"ship",NA,NA,NA,NA,"crown",310,NA,NA,NA,NA
"1084",2000,"Veere","Zeeland",NA,51.548294,3.666006,206.6,133.1,73.5,0,"green","blue","yellow","white","ship","tower","savage",NA,NA,"crown",65,NA,NA,NA,NA
"1085",2000,"Veldhoven","Noord-Brabant",NA,51.417634,5.406021,31.9,31.7,0.2,0,"blue","red","white",NA,"lion","diamond",NA,NA,NA,"crown",135,NA,NA,NA,NA
"1086",2000,"Velsen","Noord-Holland",NA,52.452059,4.630587,63.1,44.8,18.3,0,"yellow","blue",NA,NA,"agnus dei","cross",NA,NA,NA,NA,230,NA,NA,NA,NA
"1087",2000,"Venlo","Limburg",NA,51.370375,6.172403,129,125,4,0,"blue","red","yellow","black","lion","anchor","crown","knight","knight",NA,580,NA,NA,NA,NA
"1088",2000,"Venray","Limburg",NA,51.525626,5.973699,165,163.4,1.6,0,"white","blue","black",NA,"beehive","key","snake",NA,NA,NA,260,NA,NA,NA,NA
"1089",2000,"Vianen","Utrecht",NA,51.990276,5.103033,42.4,39.5,2.9,0,"white","yellow","red","black","pillar",NA,NA,NA,NA,"crown",95,NA,NA,NA,NA
"1090",2000,"Vlaardingen","Zuid-Holland",NA,51.912067,4.349437,26.7,23.6,3.1,0,"red","yellow","blue",NA,"lion",NA,NA,"griffin","griffin","crown",540,NA,NA,NA,NA
"1091",2000,"Vlieland","Friesland",NA,53.250184,4.951427,315.8,36.1,279.7,0,"green","white",NA,NA,"ship","flag",NA,NA,NA,NA,25,NA,NA,NA,NA
"1092",2000,"Vlissingen","Zeeland",NA,51.453667,3.570912,344.8,34.2,310.7,0,"red","white",NA,NA,"jar","crown",NA,NA,NA,"crown",340,NA,NA,NA,NA
"1093",2000,"Voerendaal","Limburg",NA,50.879153,5.93116,31.5,31.5,0,0,"yellow","blue","red",NA,"saint laurent","cross","lion",NA,NA,"crown",35,NA,NA,NA,NA
"1094",2000,"Voorschoten","Zuid-Holland",NA,52.12379,4.438598,11.6,11.2,0.4,0,"yellow","black",NA,NA,"moon",NA,NA,NA,NA,"crown",60,NA,NA,NA,NA
"1095",2000,"Voorst","Gelderland",NA,52.225271,6.09905,126.5,123.1,3.4,0,"yellow","red",NA,NA,NA,NA,NA,NA,NA,"crown",95,NA,NA,NA,NA
"1096",2000,"Vught","Noord-Brabant",NA,51.653306,5.294347,34.4,33.5,1,0,"yellow","blue","red",NA,"lion","key","church",NA,NA,NA,265,NA,NA,NA,NA
"1097",2000,"Waadhoeke","Friesland",NA,53.184738,5.531866,NA,NA,NA,0,"yellow","blue","green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098",2000,"Waalre","Noord-Brabant",NA,51.387833,5.443202,22.7,22.4,0.3,0,"red","blue","yellow",NA,"horn","lily",NA,NA,NA,"saint willibrord",55,NA,NA,NA,NA
"1099",2000,"Waalwijk","Noord-Brabant",NA,51.687895,5.057482,67.7,64.6,3.1,0,"yellow","red","black",NA,"lion",NA,NA,NA,NA,"tree",205,NA,NA,NA,NA
"1100",2000,"Waddinxveen","Zuid-Holland",NA,52.031297,4.659132,29.4,27.9,1.5,0,"yellow","black",NA,NA,"key",NA,NA,NA,NA,"crown",135,NA,NA,NA,NA
"1101",2000,"Wageningen","Gelderland",NA,51.969187,5.665395,32.4,30.5,1.9,1,"red","white",NA,NA,"wheel",NA,NA,"lion","lion","crown",275,NA,NA,NA,NA
"1102",2000,"Wassenaar","Zuid-Holland",NA,52.14291,4.401213,62.4,50.9,11.5,0,"blue","white",NA,NA,"moon",NA,NA,NA,NA,"crown",105,NA,NA,NA,NA
"1103",2000,"Waterland","Noord-Holland",NA,52.44705,5.015475,115.7,52.1,63.6,0,"white","blue",NA,NA,"swan","arrow",NA,"griffin","griffin","laurel",50,NA,NA,NA,NA
"1104",2000,"Weert","Limburg",NA,51.243941,5.714222,105.5,104.5,1,0,"white","blue","red","yellow","wave",NA,NA,NA,NA,"crown",165,NA,NA,NA,NA
"1105",2000,"Weesp","Noord-Holland",NA,52.308051,5.040622,21.8,20.5,1.3,0,"blue","white","black",NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA
"1106",2000,"Werkendam","Noord-Brabant",NA,51.808165,4.891848,121.8,104.6,17.2,0,"yellow","red","green","blue","martlet","fish","corn",NA,NA,"crown",70,NA,NA,NA,NA
"1107",2000,"West Maas en Waal","Gelderland",NA,51.861341,5.501737,85.2,77.4,7.8,0,"white","yellow","blue","black","eagle","wave",NA,NA,NA,"crown",60,NA,NA,NA,NA
"1108",2000,"Westerveld","Drenthe",NA,52.857708,6.29601,282.7,278.8,3.9,0,"white","purple",NA,NA,NA,NA,NA,NA,NA,"crown",70,NA,NA,NA,NA
"1109",2000,"Westervoort","Gelderland",NA,51.963807,5.968984,7.8,7.1,0.8,0,"white","black","blue","yellow","eagle",NA,NA,NA,NA,NA,65,NA,NA,NA,NA
"1110",2000,"Westerwolde","Groningen",NA,53.027025,7.110788,280.6,267,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111",2000,"Westland","Zuid-Holland",NA,51.999176,4.217457,90.6,79.5,11.1,0,"white","red","green","grey","lion",NA,NA,NA,NA,"crown",395,NA,NA,NA,NA
"1112",2000,"Weststellingwerf","Friesland",NA,52.871892,6.022919,228.5,221.2,7.3,0,"red","white",NA,NA,"griffin","star",NA,NA,NA,"crown",75,NA,NA,NA,NA
"1113",2000,"Westvoorne","Zuid-Holland",NA,51.887279,4.084461,97.5,53.2,44.3,0,"green","red","white","yellow",NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA
"1114",2000,"Wierden","Overijssel",NA,52.35826,6.593873,95.4,94.8,0.6,0,"white","blue","yellow","black","cross","corn",NA,NA,NA,NA,80,NA,NA,NA,NA
"1115",2000,"Wijchen","Gelderland",NA,51.813674,5.752895,69.6,66.5,3.1,0,"yellow","red",NA,NA,"cross","scissors",NA,NA,NA,"crown",145,NA,NA,NA,NA
"1116",2000,"Wijdemeren","Noord-Holland",NA,52.219688,5.093666,76.4,47.9,28.5,0,"white","blue","green",NA,"goose",NA,NA,NA,NA,"crown",90,NA,NA,NA,NA
"1117",2000,"Wijk bij Duurstede","Utrecht",NA,51.9756,5.33845,50.3,47.6,2.7,0,"yellow","red","white",NA,"pillar",NA,NA,"lion","lion","crown",80,NA,NA,NA,NA
"1118",2000,"Winsum","Groningen",NA,53.33081,6.522254,102.5,101.1,1.4,0,"green","white","yellow",NA,"star","wave","rider",NA,NA,"crown",55,NA,NA,NA,NA
"1119",2000,"Winterswijk","Gelderland",NA,51.971314,6.720509,138.8,138.2,0.7,0,"blue","yellow","white",NA,"greyhound",NA,NA,NA,NA,"crown",115,NA,NA,NA,NA
"1120",2000,"Woensdrecht","Noord-Brabant",NA,51.429248,4.304708,91.9,91.6,0.4,0,"yellow","green","blue",NA,"maria","jesus","lion",NA,NA,"crown",145,NA,NA,NA,NA
"1121",2000,"Woerden","Utrecht",NA,52.079829,4.862724,92.9,89.4,3.6,0,"yellow","red","white","black","diamond",NA,NA,"lion","lion","crown",155,NA,NA,NA,NA
"1122",2000,"Wormerland","Noord-Holland",NA,52.507275,4.8528,45.2,38.7,6.4,0,"blue","white","black",NA,"ibis",NA,NA,NA,NA,"crown",55,NA,NA,NA,NA
"1123",2000,"Woudenberg","Utrecht",NA,52.082175,5.426595,36.8,36.5,0.3,0,"yellow","black","red",NA,"cock",NA,NA,NA,NA,"crown",35,NA,NA,NA,NA
"1124",2000,"Woudrichem","Noord-Brabant",NA,51.817007,5.003751,51.7,49.3,2.4,0,"yellow","green","black","white","fish","cross",NA,NA,NA,"crown",30,NA,NA,NA,NA
"1125",2000,"Zaanstad","Noord-Holland",NA,52.457966,4.751043,83.2,73.9,9.4,0,"red","white","blue",NA,"lion",NA,NA,"whale","whale",NA,755,NA,NA,NA,NA
"1126",2000,"Zaltbommel","Gelderland",NA,51.813554,5.250773,89,79.6,9.4,0,"red","blue","white","yellow","flower","stronghold","sword","lion","lion","crown",85,NA,NA,NA,NA
"1127",2000,"Zandvoort","Noord-Holland",NA,52.371149,4.533355,44,32.1,12,0,"yellow","blue",NA,NA,"herring",NA,NA,NA,NA,NA,55,NA,NA,NA,NA
"1128",2000,"Zederik","Zuid-Holland",NA,51.925558,5.013633,76.5,73.7,2.8,0,"yellow","red","white",NA,"rose",NA,NA,NA,NA,"crown",30,NA,NA,NA,NA
"1129",2000,"Zeewolde","Flevoland",NA,52.331128,5.540495,268.9,248.5,20.3,0,"blue","green","yellow",NA,"lily","trefoil","antlers","seal","seal","crown",270,NA,NA,NA,NA
"1130",2000,"Zeist","Utrecht",NA,52.090601,5.233253,48.7,48.5,0.1,0,"white","black",NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA
"1131",2000,"Zevenaar","Gelderland",NA,51.929445,6.076959,58,53.3,4.7,0,"red","yellow","black",NA,"lily","staff",NA,NA,NA,"crown",140,NA,NA,NA,NA
"1132",2000,"Zoetermeer","Zuid-Holland",NA,52.060669,4.494025,37.1,34.6,2.5,0,"blue","yellow",NA,NA,"flower",NA,NA,"lion","lion","crown",680,NA,NA,NA,NA
"1133",2000,"Zoeterwoude","Zuid-Holland",NA,52.12083,4.51657,22,21.3,0.7,0,"blue","yellow",NA,NA,"leaf","branch",NA,NA,NA,NA,35,NA,NA,NA,NA
"1134",2000,"Zuidhorn","Groningen",NA,53.243148,6.408104,128.4,125.6,2.8,0,"blue","green","white",NA,"staff",NA,NA,"lion","griffin","crown",80,NA,NA,NA,NA
"1135",2000,"Zuidplas","Zuid-Holland",NA,52.006758,4.582785,62.4,59.4,3.1,0,"white","blue","red",NA,"lion","star","church","lion","lion","crown",160,NA,NA,NA,NA
"1136",2000,"Zundert","Noord-Brabant",NA,51.470701,4.662356,121.2,120.8,0.4,0,"white","red","green",NA,"lily","cross",NA,"lion","lion","crown",40,NA,NA,NA,NA
"1137",2000,"Zutphen","Gelderland",NA,52.142736,6.196058,42.9,41,2,0,"white","blue","red",NA,"lion","cross",NA,"lion","lion","crown",215,NA,NA,NA,NA
"1138",2000,"Zwartewaterland","Overijssel",NA,52.601512,6.059625,87.9,82.7,5.2,0,"yellow","blue","white","red","lily","salmon",NA,NA,NA,"crown",70,NA,NA,NA,NA
"1139",2000,"Zwijndrecht","Zuid-Holland",NA,51.810598,4.627272,22.8,20.4,2.4,0,"yellow","black",NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA
"1140",2000,"Zwolle","Overijssel",NA,52.516775,6.083022,119.4,111.4,8,0,"blue","white",NA,NA,"cross",NA,NA,"lion","lion","crown",590,NA,NA,NA,NA
"1141",2001,"Aa en Hunze","Drenthe",NA,53.010485,6.749528,278.9,276.4,2.5,0,"green","yellow",NA,NA,"crown","cross",NA,"deer","deer","crown",135,NA,NA,NA,NA
"1142",2001,"Aalburg","Noord-Brabant",NA,51.751294,5.057085,53.2,50.4,2.8,0,"black","red","yellow",NA,"wheel","lion",NA,NA,NA,"crown",10,NA,NA,NA,NA
"1143",2001,"Aalsmeer","Noord-Holland",NA,52.262164,4.761922,32.3,20.4,11.9,0,"red","green","black",NA,"lion","eel",NA,NA,NA,NA,70,NA,NA,NA,NA
"1144",2001,"Aalten","Gelderland",NA,51.926667,6.580678,97,96.5,0.5,0,"white","green",NA,NA,"tree","sword",NA,NA,NA,"crown",100,NA,NA,NA,NA
"1145",2001,"Achtkarspelen","Friesland",NA,53.210357,6.153565,104,102.4,1.6,0,"white","red","green","blue","church",NA,NA,NA,NA,"crown",65,NA,NA,NA,NA
"1146",2001,"Alblasserdam","Zuid-Holland",NA,51.870337,4.670202,10.1,8.8,1.3,0,"yellow","red",NA,NA,"lion",NA,NA,NA,NA,NA,85,NA,NA,NA,NA
"1147",2001,"Albrandswaard","Zuid-Holland",NA,51.858068,4.423187,23.8,21.9,1.9,0,"red","yellow","white","blue","shield",NA,NA,NA,NA,"crown",75,NA,NA,NA,NA
"1148",2001,"Alkmaar","Noord-Holland",NA,52.632842,4.755037,31.2,29.3,1.9,0,"red","white",NA,NA,"stronghold",NA,NA,"lion","lion","laurel",555,NA,NA,NA,NA
"1149",2001,"Almelo","Overijssel",NA,52.367027,6.668492,69.4,67.4,2,0,"blue","white",NA,NA,"diamond",NA,NA,"lion","lion","crown",515,NA,NA,NA,NA
"1150",2001,"Almere","Flevoland",NA,52.350785,5.264702,248.8,129.6,119.2,0,"red","yellow","blue","white","cog","lily",NA,"seahorse","seahorse","crown",885,NA,NA,NA,NA
"1151",2001,"Alphen aan den Rijn","Zuid-Holland",NA,52.111222,4.647251,132.5,126.6,5.9,0,"blue","white","yellow",NA,"star","stronghold",NA,"lion","lion","crown",475,NA,NA,NA,NA
"1152",2001,"Alphen-Chaam","Noord-Brabant",NA,51.509135,4.861589,93.5,93,0.5,0,"green","white",NA,NA,"mountain","comb",NA,"bird","bird","crown",25,NA,NA,NA,NA
"1153",2001,"Ameland","Friesland",NA,53.440564,5.658766,268.5,58.8,209.7,0,"blue","yellow","black","white","moon",NA,NA,NA,NA,"crown",5,NA,NA,NA,NA
"1154",2001,"Amersfoort","Utrecht",NA,52.156111,5.387827,63.9,62.9,1,0,"red","white",NA,NA,"cross",NA,NA,"lion","lion","crown",1215,NA,NA,NA,NA
"1155",2001,"Amstelveen","Noord-Holland",NA,52.311421,4.870087,44.1,41.5,2.6,0,"red","black","white",NA,"cross",NA,NA,NA,NA,NA,460,NA,NA,NA,NA
"1156",2001,"Amsterdam","Noord-Holland",NA,52.370216,4.895168,219.3,165.8,53.6,2,"red","white","black",NA,"cross",NA,NA,"lion","lion","crown",4530,NA,NA,NA,NA
"1157",2001,"Apeldoorn","Gelderland",NA,52.211157,5.969923,341.2,339.9,1.2,0,"red","yellow","white","green","eagle","key",NA,NA,NA,NA,875,NA,NA,NA,NA
"1158",2001,"Appingedam","Groningen",NA,53.320678,6.854422,24.6,23.8,0.8,0,"yellow","blue","green","red","pelican",NA,NA,NA,NA,"crown",50,NA,NA,NA,NA
"1159",2001,"Arnhem","Gelderland",NA,51.985103,5.89873,101.5,98,3.6,0,"blue","white",NA,NA,"eagle",NA,NA,"lion","lion","crown",1720,NA,NA,NA,NA
"1160",2001,"Assen","Drenthe",NA,52.992753,6.564228,83.5,81.9,1.5,0,"blue","white",NA,NA,"maria","jesus",NA,"lion","lion","crown",450,NA,NA,NA,NA
"1161",2001,"Asten","Noord-Brabant",NA,51.402994,5.744078,71.3,70.2,1.1,0,"white","red","yellow","black","cross",NA,NA,NA,NA,"crown",60,NA,NA,NA,NA
"1162",2001,"Baarle-Nassau","Noord-Brabant",NA,51.445137,4.929523,76.2,76.2,0,0,"blue","white","red","yellow","haystack",NA,NA,NA,NA,NA,20,NA,NA,NA,NA
"1163",2001,"Baarn","Utrecht",NA,52.213182,5.28641,33,32.5,0.5,0,"blue","yellow",NA,NA,"bishop",NA,NA,NA,NA,NA,110,NA,NA,NA,NA
"1164",2001,"Barendrecht","Zuid-Holland",NA,51.851509,4.548581,21.7,19.8,1.9,0,"red","white","yellow","green","lion",NA,NA,NA,NA,NA,80,NA,NA,NA,NA
"1165",2001,"Barneveld","Gelderland",NA,52.162147,5.65536,176.7,176,0.7,0,"blue","yellow","red",NA,"butterfly","plant","sun",NA,NA,NA,195,NA,NA,NA,NA
"1166",2001,"Bedum","Groningen",NA,53.301675,6.599829,45,44.6,0.4,0,"yellow","white","blue",NA,"spade","cross","book",NA,NA,"crown",30,NA,NA,NA,NA
"1167",2001,"Beek","Limburg",NA,50.939316,5.795647,21,21,0,0,"white","blue",NA,NA,"lion","cross","snake",NA,NA,"crown",80,NA,NA,NA,NA
"1168",2001,"Beemster","Noord-Holland",NA,52.547559,4.913332,72.1,70.6,1.5,0,"red","green","yellow","blue","cow","sun",NA,NA,NA,NA,35,NA,NA,NA,NA
"1169",2001,"Beesel","Limburg",NA,51.269698,6.046834,29.2,28.1,1,0,"yellow","blue","red","green","dragon",NA,NA,NA,NA,NA,45,NA,NA,NA,NA
"1170",2001,"Berg en Dal","Gelderland",NA,51.818121,5.920082,44.1,44.1,0,0,"white","red","black","yellow","lion","rose",NA,NA,NA,"crown",NA,NA,NA,NA,NA
"1171",2001,"Bergeijk","Noord-Brabant",NA,51.319716,5.3575,101.7,101.2,0.6,0,"yellow","blue","white","red","lion","lily",NA,"saint peter","oak","crown",50,NA,NA,NA,NA
"1172",2001,"Bergen (L.)","Limburg",NA,51.599866,6.032998,108.5,103.8,4.7,0,"yellow","blue","red",NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA
"1173",2001,"Bergen (NH.)","Noord-Holland",NA,52.674937,4.706395,119.5,97.1,22.4,0,"white","blue","orange",NA,"martlet",NA,NA,NA,NA,"crown",125,NA,NA,NA,NA
"1174",2001,"Bergen op Zoom","Noord-Brabant",NA,51.494576,4.287162,93.1,80,13.1,0,"red","white","green","yellow","cross","mountain",NA,"savage","savage","crown",260,NA,NA,NA,NA
"1175",2001,"Berkelland","Gelderland",NA,52.115157,6.561501,260.5,258.7,1.8,0,"blue","brown",NA,NA,"greyhound",NA,NA,"lion","lion","crown",95,NA,NA,NA,NA
"1176",2001,"Bernheze","Noord-Brabant",NA,51.660272,5.501401,90.4,89.8,0.7,0,"red","white",NA,NA,"reedmace",NA,NA,NA,NA,"crown",90,NA,NA,NA,NA
"1177",2001,"Best","Noord-Brabant",NA,51.507764,5.397848,35.1,34.3,0.8,0,"yellow","black","red",NA,"saint odulphus",NA,NA,NA,NA,"crown",110,NA,NA,NA,NA
"1178",2001,"Beuningen","Gelderland",NA,51.859724,5.769107,47.1,43.7,3.4,0,"white","black","blue","red","eagle","stronghold","lion",NA,NA,"crown",85,NA,NA,NA,NA
"1179",2001,"Beverwijk","Noord-Holland",NA,52.486984,4.657447,20.1,18.3,1.8,0,"red","white",NA,NA,"lion","lily",NA,"angel","angel","mantle and pavilion",125,NA,NA,NA,NA
"1180",2001,"Binnenmaas","Zuid-Holland",NA,51.796188,4.548157,75.6,69.3,6.3,0,"yellow","red","black",NA,"lily","shell","star",NA,NA,"crown",100,NA,NA,NA,NA
"1181",2001,"Bladel","Noord-Brabant",NA,51.362963,5.213639,75.6,75.4,0.3,0,"yellow","black","red","white","key",NA,NA,NA,NA,"crown",55,NA,NA,NA,NA
"1182",2001,"Blaricum","Noord-Holland",NA,52.272669,5.24808,15.6,11.1,4.5,0,"blue","green","white",NA,"cornflower",NA,NA,NA,NA,NA,30,NA,NA,NA,NA
"1183",2001,"Bloemendaal","Noord-Holland",NA,52.404947,4.620185,45.2,39.7,5.5,0,"white","black","green",NA,"leaf",NA,NA,NA,NA,"crown",95,NA,NA,NA,NA
"1184",2001,"Bodegraven-Reeuwijk","Zuid-Holland",NA,52.082326,4.746084,88.6,75.7,13,0,"yellow","blue",NA,NA,"spade","hat","deer",NA,NA,"crown",125,NA,NA,NA,NA
"1185",2001,"Boekel","Noord-Brabant",NA,51.602879,5.674316,34.5,34.5,0,0,"blue","yellow",NA,NA,"church",NA,NA,NA,NA,NA,25,NA,NA,NA,NA
"1186",2001,"Borger-Odoorn","Drenthe",NA,52.889372,6.888404,277.9,275.3,2.6,0,"yellow","black",NA,NA,"spade","dolmen",NA,"horse","horse","crown",35,NA,NA,NA,NA
"1187",2001,"Borne","Overijssel",NA,52.300237,6.753726,26.2,26,0.2,0,"blue","yellow",NA,NA,"beehive","bee",NA,NA,NA,"crown",95,NA,NA,NA,NA
"1188",2001,"Borsele","Zeeland",NA,51.447691,3.803318,194.5,141.7,52.8,0,"white","blue","red",NA,NA,NA,NA,NA,NA,"crown",35,NA,NA,NA,NA
"1189",2001,"Boxmeer","Noord-Brabant",NA,51.645269,5.956666,113.8,111.5,2.3,0,"red","yellow",NA,NA,"goat",NA,NA,NA,NA,"crown",150,NA,NA,NA,NA
"1190",2001,"Boxtel","Noord-Brabant",NA,51.601437,5.312177,64.9,63.8,1.1,0,"red","white","yellow",NA,"duck",NA,NA,NA,NA,"saint peter",75,NA,NA,NA,NA
"1191",2001,"Breda","Noord-Brabant",NA,51.571915,4.768323,128.7,126,2.6,0,"red","white",NA,NA,"cross",NA,NA,"lion","lion","angel",685,NA,NA,NA,NA
"1192",2001,"Brielle","Zuid-Holland",NA,51.902582,4.163685,31.1,27.6,3.6,0,"white","red",NA,NA,NA,NA,NA,NA,"centaur","crown",65,NA,NA,NA,NA
"1193",2001,"Bronckhorst","Gelderland",NA,52.075595,6.180892,286.4,283.6,2.9,0,"white","purple","pink",NA,"lion","crown",NA,NA,NA,"crown",110,NA,NA,NA,NA
"1194",2001,"Brummen","Gelderland",NA,52.090167,6.158015,85,84,1,0,"blue","orange","green","red","lion","branch",NA,NA,NA,NA,65,NA,NA,NA,NA
"1195",2001,"Brunssum","Limburg",NA,50.948896,5.972166,17.3,17.2,0.1,0,"red","blue",NA,NA,"cross","snake","pope",NA,NA,NA,100,NA,NA,NA,NA
"1196",2001,"Bunnik","Utrecht",NA,52.066528,5.200776,37.6,37,0.6,0,"green","white",NA,NA,"cock","ship","horse","eagle","lion","crown",50,NA,NA,NA,NA
"1197",2001,"Bunschoten","Utrecht",NA,52.240642,5.36707,34.8,30.4,4.4,0,"blue","yellow",NA,NA,"cross","eagle",NA,NA,NA,"crown",60,NA,NA,NA,NA
